,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,top-a0,top-a1,top-a2,top-a3,top-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r
0,0,0,10,13,2,3,0.690572972231439,6,14,10,16,0.8436098091766598,7,15,12,16,-0.3429603585581788,3,6,10,11,0.9799979710751896,7,10,14,16,0.9040204451798056,6,10,16,1,0.6408557027741868,3,11,13,10,0.886800658517947,10,14,16,11,0.9107786555559795,6,13,3,11,0.9565159472217497,14,13,6,11,0.9725269179164479,6,10,11,13,0.8868289965489999
1,1,1,6,9,16,14,0.2994250622729478,7,6,5,1,0.3127031671565257,3,7,10,11,0.9155618259996872,3,6,10,11,0.977864491291758,4,11,13,14,0.7860912860019875,13,11,5,3,0.8274735191696557,11,16,8,14,0.43801088416368805,6,10,11,7,0.9156103616946654,3,13,16,6,0.9646952389823804,3,9,11,14,0.6255232708871792,3,14,10,11,0.9857735767221314
2,2,2,15,7,6,11,0.7258983351529773,5,11,1,2,-0.8559708259154437,1,3,11,13,0.6708045695336835,3,6,10,11,0.9785900742335916,10,11,14,8,0.6591758506950411,7,10,11,14,0.9548540007990586,5,6,10,11,0.8717875677658484,3,14,16,11,0.8493090204613751,3,7,10,11,0.9168793636801194,3,7,16,10,0.976492485410468,6,11,14,16,0.8482868063425902
3,3,3,3,2,16,9,-0.3976644413074064,16,5,7,1,0.1859414136196435,3,13,16,10,0.9733552614608662,3,6,10,11,0.9786199062573177,10,4,11,14,0.8177410060398517,6,10,14,16,0.8478363534235434,6,7,14,10,0.9772465752120489,6,10,11,14,0.9846120720692594,6,13,16,11,0.9732215620001915,3,4,6,10,0.8416568688426764,6,7,16,11,0.9762568308796282
4,4,4,1,9,13,14,-0.4976638856947331,11,3,5,6,0.8832714866617671,10,11,13,4,0.6966979489863353,3,6,10,11,0.980808737872186,10,5,6,7,0.8467872011864963,3,6,10,16,0.9466852853125988,3,4,6,2,0.27416552089706436,6,10,11,13,0.888405145101753,5,6,10,11,0.870322616451576,3,10,11,16,0.9817621885895806,6,7,10,11,0.9206150808466974
5,5,5,1,4,5,14,-0.6595315677291409,10,15,6,12,-0.1248387504927643,3,5,6,7,0.8705608795372072,3,6,10,11,0.979117619581008,1,2,3,4,-0.9389622894084835,3,6,13,10,0.9560324307188546,7,9,16,1,-0.4246233784214972,10,11,13,14,0.9352343814870921,6,7,11,10,0.917992107034606,3,6,10,11,0.9791176195810081,3,5,10,11,0.872945756940849
6,6,6,1,4,8,14,-1.3107314196995523,3,5,10,12,0.3417499880198198,11,16,15,14,0.4554773042548381,3,6,10,11,0.9809652182380768,3,13,7,11,0.873596624730647,3,11,16,13,0.9704973081489551,6,7,10,13,0.8729051186979758,3,5,6,7,0.8675420811906618,11,10,7,16,0.9534941381719619,3,7,10,14,0.9755978723074249,6,13,14,11,0.9713458599221158
7,7,7,13,14,1,11,0.6010478453224901,6,7,9,11,0.70295483144653,3,6,11,13,0.9571349458427828,3,6,10,11,0.9811075219775705,3,13,14,16,0.8648116231088585,6,13,14,7,0.9630947196717479,5,6,11,16,0.8306592117477815,3,6,10,11,0.9811075219775705,3,6,11,13,0.9571349458427828,3,11,14,16,0.8401234350352516,3,7,14,16,0.8406937761389837
8,8,8,3,15,2,9,-1.770600904514517,3,10,11,12,0.7519600589418327,6,10,11,13,0.8863679915606208,3,6,10,11,0.9794483659766944,3,15,10,14,0.6565983128784313,3,16,13,11,0.9726418809273498,6,7,11,13,0.8713340143033927,3,7,11,13,0.8712945776025648,3,6,10,11,0.9794483659766944,6,11,3,5,0.8848164944392441,6,11,14,16,0.8456050955416405
9,9,9,3,13,14,8,0.5934295810715837,6,7,13,16,0.9622503738998536,7,10,12,13,0.558908441360292,3,6,10,11,0.9808921809076026,10,11,6,16,0.9811969046789204,3,7,13,6,0.9487863534827766,3,5,7,10,0.846967310339597,11,14,6,3,0.9488500775904218,3,6,7,10,0.9728024391692844,3,6,14,16,0.7245170875307454,3,6,7,11,0.9731550915162738
10,10,10,1,6,12,2,-1.6829232338568731,1,10,11,6,0.7396725986546111,6,9,11,14,0.6183498658410487,3,6,10,11,0.978944711479963,3,10,11,13,0.8856221848507769,10,11,13,14,0.9348520759642914,3,4,10,11,0.8293625894229174,6,7,10,11,0.9173364400382753,3,13,16,5,0.8306414636463502,10,11,13,6,0.885664598276164,3,6,7,13,0.9476112553748727
11,11,11,9,11,13,7,0.5356783135980933,11,14,12,15,-0.3255606550383836,7,10,14,16,0.9009592484781532,3,6,10,11,0.9809102401032556,3,11,14,10,0.9831380917907875,7,10,11,13,0.7480852735596409,7,10,11,13,0.7480852735596409,3,11,16,6,0.9467427198337234,7,10,11,14,0.954085957280239,6,7,10,11,0.9204970341148632,3,10,16,6,0.9467473902266625
12,12,12,13,9,11,10,0.561487114825397,3,11,8,14,0.627281824227971,3,6,14,7,0.9491563647497828,3,6,10,11,0.980647532139682,6,7,11,15,0.7198957806610511,6,7,16,4,0.770015655027813,10,11,13,3,0.887774197994502,3,11,10,16,0.9819451932586626,3,6,10,11,0.9806475321396819,7,14,5,13,0.7985434742413531,3,10,6,14,0.9492511663449271
13,13,13,13,3,10,15,0.6632897133165636,7,10,16,6,0.9738659387895214,3,9,16,11,0.6027770521929088,3,6,10,11,0.980706013321244,5,6,10,11,0.8700127435039433,3,6,10,13,0.9565799002044911,5,6,7,10,0.8464492964946176,3,7,10,14,0.975837418627902,6,10,13,14,0.9710688740934301,3,10,7,13,0.8720148718522667,3,6,10,13,0.9565799002044911
14,14,14,10,11,16,14,0.907098203572353,7,10,13,8,0.5451321234846502,4,6,8,10,0.2536405372401875,3,6,10,11,0.9809522155061412,3,6,8,10,0.7438270415823761,5,6,7,11,0.8484660953890627,14,7,16,6,0.8394481469813199,3,6,10,11,0.9809522155061413,3,11,13,14,0.9717356630133636,3,7,11,13,0.8737853617489347,3,7,11,13,0.8737853617489347
15,15,15,5,10,14,8,0.189748773835603,5,16,11,14,0.7161247070531906,3,10,16,11,0.9834367859379366,3,6,10,11,0.9791523800471328,6,7,10,11,0.9174554573544323,3,11,13,10,0.8853325391201565,3,7,11,16,0.9763114910962228,7,10,11,13,0.7442626107903343,3,7,10,11,0.9174233325491824,7,11,13,14,0.9196897402303055,6,10,11,16,0.9829421647223022
16,16,16,16,15,7,6,0.6344387241002181,3,4,9,10,0.2406340794615018,10,16,3,1,0.6381816702321448,3,6,10,11,0.9807209737856676,16,9,3,6,0.5257916687512919,3,4,13,10,0.78073594881022,7,11,13,16,0.9182070152100524,3,6,7,10,0.9726458593441474,3,11,5,16,0.83385867270793,3,7,10,11,0.9202421669287614,3,10,6,7,0.9726458593441474
17,17,17,2,13,14,16,0.4626485755395461,1,3,14,7,0.6339343176000974,1,3,13,14,0.6097190210805921,3,6,10,11,0.9809817820392464,6,10,13,14,0.9707664947041229,3,6,14,16,0.723488896802769,6,11,16,14,0.8390833220528875,3,6,7,10,0.9729268752381572,6,7,10,11,0.92087310282394,3,6,11,13,0.9572688519678562,3,7,13,14,0.9639167906001608
18,18,18,1,7,3,10,0.7182379235805256,3,11,14,2,0.6726753637528098,6,10,14,7,0.9751263363507282,3,6,10,11,0.9808939917335504,3,6,14,11,0.948650104064551,10,3,6,8,0.7429701708289826,3,6,10,11,0.9808939917335504,6,11,13,10,0.88827169037402,4,6,5,3,0.40258424296143236,6,10,11,16,0.9810852685986197,3,10,11,16,0.9816035523421878
19,19,19,6,16,5,8,0.1242559766088843,3,13,16,11,0.9727903136414344,3,12,9,10,-0.1695272928377382,3,6,10,11,0.9792199171045772,7,14,3,13,0.9663032532662744,10,14,16,13,0.914981662959701,3,9,10,11,0.7268131609153505,3,10,11,14,0.9848005686052279,10,14,16,3,0.8475027501034138,3,6,10,11,0.9792199171045773,11,3,15,6,0.7574483259944691
20,20,20,7,8,11,16,0.6355427899988674,6,7,12,11,0.7358550457074442,3,6,11,16,0.9496348575814574,3,6,10,11,0.9791564349002934,3,7,14,16,0.8481142950858546,7,13,3,10,0.8704063161941447,4,11,13,3,0.7841301257237965,10,13,14,11,0.9349357236371639,3,6,7,16,0.9495832716808712,3,5,6,10,0.884850828300218,3,6,7,10,0.9711100475560072
21,21,21,13,12,16,3,0.6265714274544301,13,11,3,12,0.6802062406568624,11,16,13,1,0.6057726716608525,3,6,10,11,0.979307706970126,4,10,11,13,0.6952667374068439,3,7,11,13,0.8705160862981566,6,16,14,11,0.8465441857073962,3,6,7,14,0.951752491808062,6,10,11,3,0.9793077069701259,3,6,11,13,0.9559291177825525,6,7,11,14,0.977185997385247
22,22,22,1,3,10,14,0.6506013345337283,10,13,4,1,0.1381650929802531,10,14,16,1,0.455573102033457,3,6,10,11,0.9793770449083024,14,11,13,2,0.6412751927962143,3,6,7,10,0.9712743162893759,3,11,14,6,0.9516611573179131,3,7,10,11,0.9178320461668134,10,11,16,3,0.9833807465423131,3,7,10,13,0.870094004085199,3,7,10,14,0.9772705740737834
23,23,23,13,2,5,7,0.1923362832263765,3,1,11,10,0.7329452147650661,6,7,11,14,0.9752352793028256,3,6,10,11,0.9812092326409336,6,10,11,14,0.9824024795914453,11,6,9,10,0.7185327054408395,16,7,6,11,0.973744690525684,3,11,9,10,0.719413113464251,11,13,14,16,0.9082832279260022,3,6,10,11,0.9812092326409335,6,7,13,14,0.9629539216350905
24,24,24,3,10,15,14,0.6444294020900209,2,10,5,11,0.3218210957339851,3,6,11,15,0.7491376397342533,3,6,10,11,0.9814533296131714,4,6,9,10,0.23262609182279415,11,16,13,14,0.9073615331058986,3,6,7,16,0.9456183124139834,3,10,6,7,0.973332493881251,3,6,10,13,0.9570422849722781,6,7,11,14,0.974927257263527,3,5,6,10,0.8808637583977075
