,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
137,137,137,137,18,28,30,34,0.2119518661629417,9,10,12,18,0.7696007931905046,9,11,12,17,0.3606284044526934,9,11,15,23,0.588017161409371,5,7,9,24,0.8041683714389047,1,7,8,14,0.5227474513009556,1,11,14,28,-0.3890427924074866,11,26,28,29,-0.0722685636461681,1,7,9,14,0.9648425844382128,9,11,13,14,0.5427959230229902,20,11,8,9,-0.9872336157965542
138,138,138,138,14,20,24,31,0.8672861631665856,3,31,44,45,-0.5030259121536798,12,22,26,31,0.9314573948274484,1,8,9,10,0.3355804970982324,1,4,9,20,0.2120798391800944,8,11,14,17,-0.8824143720327617,1,7,8,11,-0.5063890278276495,8,9,16,18,0.3660873228942169,13,17,19,22,0.9188091619090872,8,16,18,24,0.4122624337466249,20,11,8,9,-0.9867646219968937
139,139,139,139,13,15,18,23,0.8383872040072249,1,6,15,22,0.9747872498171756,5,6,12,40,0.7538098328114904,9,10,15,21,0.6853511958675653,2,5,7,8,0.5468907859309462,10,16,25,26,0.7797695426762895,9,14,16,20,0.7518248141292374,8,9,11,19,-0.3787325278091702,9,17,19,20,0.8345354815004062,1,14,18,25,0.5467953425886474,20,11,8,9,-0.9881272516290784
140,140,140,140,3,11,12,28,-1.8998605049419293,1,3,8,9,-0.4633195040064508,1,5,11,20,0.2202270327453939,13,16,20,26,0.9049406100884538,1,7,12,17,0.904623509296887,2,20,23,25,0.5927848253825914,1,8,21,23,0.2251721575639786,8,9,25,32,-1.1330152258047963,1,7,9,13,0.9145898834474722,1,14,30,35,0.4016170538657829,20,11,8,9,-0.979829598728948
141,141,141,141,7,24,43,44,0.6107098061779015,4,7,25,34,0.1203722053069036,5,8,25,32,-1.1613469355407404,9,20,29,32,0.333387371295529,22,26,27,31,0.7892122780142616,6,9,14,16,0.9455409199723852,14,51,59,25,0.1629623510604843,5,7,10,13,0.8651495540461617,5,11,13,15,0.5719479298646897,9,14,17,21,0.6976919257844959,20,11,8,9,-0.9938197062443195
142,142,142,142,7,9,18,25,0.7799382592549433,17,18,19,37,0.6964235631223318,14,16,34,35,0.5560828952555692,11,16,29,35,0.16712030300331,7,20,24,30,0.6608155112160299,1,6,9,16,0.9655122670124744,5,7,8,18,0.4831464737677906,7,11,17,26,0.5608622747243887,1,8,11,17,-0.6499883003063707,8,14,23,41,0.3459951274545645,20,11,8,9,-0.9959993418422359
143,143,143,143,8,17,18,21,-0.1300701196088258,10,23,25,43,0.5963814302982675,7,8,9,13,0.618228968482643,14,18,23,24,0.8976239019218717,8,11,16,28,-1.982482643133488,8,9,14,15,0.3794588485165826,7,11,13,26,0.6447883606643214,8,9,10,20,0.0795729220070111,3,9,11,13,-0.3252731727699463,7,9,24,30,0.8058697563453209,20,11,8,9,-0.9895372880072362
144,144,144,144,17,22,25,26,0.7715005276492778,5,11,16,21,0.1178245253316863,11,15,16,18,-0.0861916084140173,8,16,20,47,-0.4298884521128332,1,7,9,11,0.4996193319793857,11,16,19,20,0.2700291663644883,1,8,11,16,-0.6482104752948343,5,8,26,29,0.5644637806861752,7,11,14,17,0.3601207523199857,20,26,30,33,0.696771828242489,20,11,8,9,-1.006155736880456
145,145,145,145,10,26,30,36,0.7316395236185645,8,18,20,23,0.280158750950066,13,29,31,32,0.735747087638395,4,5,7,8,-0.5281150515303761,16,26,29,39,0.8490741213186783,10,16,25,31,0.6907824914242322,1,2,8,14,0.5222588800002812,11,12,16,33,0.4184773329383191,7,9,16,19,0.9432365035739472,9,12,14,16,0.6708394310615705,20,11,8,9,-0.9885709359402757
146,146,146,146,1,3,8,16,-0.5857818932333123,1,7,14,28,0.6252213736231532,1,5,9,12,0.966155782997504,1,23,24,27,0.7669613947551982,8,9,10,17,0.3962551925235326,5,7,8,24,0.5397525298976755,7,8,9,13,0.6142711571780036,5,7,8,11,-0.587122428118775,15,16,19,20,0.7649788297712639,14,16,17,20,0.4331173854931818,20,11,8,9,-1.0078473167013096
147,147,147,147,1,3,9,25,0.0118864089031075,1,7,12,22,0.9741881681153928,4,8,10,24,-0.2837983673944508,1,6,9,25,0.6790646691570746,1,5,8,18,0.5055604945511099,1,9,17,20,0.8124616276853438,8,9,30,39,-0.4713914689861003,9,11,20,26,0.2904097455313751,1,8,9,14,0.4817230590318383,8,11,14,17,-0.9109755458711007,20,11,8,9,-1.0123359659539055
148,148,148,148,4,5,8,10,-0.4203075100253592,9,20,23,31,0.8772205159178373,4,8,28,30,-2.6653314029713453,1,12,14,41,0.6452126525545718,5,8,10,11,-0.4569377986741194,7,8,17,26,0.5688652217380372,8,9,20,21,-0.2836447990738255,7,8,9,17,0.5635133596278459,7,8,11,20,-1.0286632822036803,8,9,11,14,-0.5560312855819833,20,11,8,9,-1.0063658964627198
149,149,149,149,9,26,27,40,0.2987709689670583,4,5,14,16,0.4139789852532769,9,11,17,26,0.5725870359906924,8,14,25,29,0.084754363009202,1,7,18,26,0.9605209740907036,8,9,20,25,-0.4109552200418405,9,11,14,53,0.0756580285569648,9,11,24,25,0.1752739741723328,1,7,16,26,0.9622749662185408,1,5,8,9,0.5089613418109304,20,11,8,9,-1.0129225465039897
150,150,150,150,1,21,22,26,0.8533988484879201,11,13,15,20,0.1911570053952107,2,8,12,20,0.2234009517670846,8,11,12,20,-1.1562100215988376,1,13,17,20,0.8251469892587677,6,8,11,20,-1.025309733195494,1,9,14,28,0.5952350653643875,20,25,31,35,-0.0779544270951453,14,16,23,28,0.5442099615848206,1,8,9,11,-0.5260192959641774,20,11,8,9,-1.0104700443922634
151,151,151,151,2,7,16,21,0.8362644537416654,1,14,22,46,0.9582985514887696,2,20,22,25,0.5560273887118825,11,19,22,26,0.7334246106385298,8,17,21,25,-0.6934221096685156,1,5,8,13,0.6063091217214347,4,9,26,36,0.5629557008844293,1,9,20,25,0.4161732705992802,1,11,13,16,0.487072750859711,9,14,24,30,0.8340827038894969,20,11,8,9,-1.0103184103212914
152,152,152,152,7,10,19,21,0.7589461476848648,1,5,27,35,0.2329196453206226,10,18,32,43,0.3807547603337167,3,5,11,16,-0.5239735557738499,9,24,37,50,0.7894688193710518,1,5,9,11,0.5049128717460176,1,5,9,21,0.7488151553370712,5,9,11,17,0.5552123219509907,9,11,24,28,-0.118078425734079,5,7,8,9,0.4568651087524059,20,11,8,9,-1.0119098954005894
153,153,153,153,13,14,19,21,0.8465034938811531,7,15,19,22,0.993870766113418,16,18,25,31,0.4741477598001965,1,5,7,20,0.7308602255371864,1,30,37,43,0.062327714668633,8,9,11,12,-0.5313611116812533,7,14,16,23,0.9241735791300584,16,24,25,26,0.8302874480771677,8,11,16,20,-1.1473936564400962,2,20,26,27,0.5204946974602433,20,11,8,9,-0.9955864920543787
154,154,154,154,17,25,31,34,0.5713876304444108,9,10,11,20,0.0731479420615863,1,12,17,20,0.7017865032748202,4,5,6,7,0.2673055990303126,16,24,26,27,0.7760271590421934,4,7,14,16,0.4281467657102094,5,14,17,20,0.7891246417758566,9,23,26,30,0.79509194438419,1,5,8,14,0.5297194794830729,5,11,13,14,0.5807054909403602,20,11,8,9,-0.9930751483589961
155,155,155,155,14,17,24,28,0.5352237040037195,11,23,24,39,0.3352225079997114,1,5,8,9,0.5105401547614546,1,7,12,34,0.9581593603357762,1,20,21,24,0.6423019303065292,2,9,17,26,0.9556309492839732,1,9,16,20,0.8148383318763777,9,14,17,18,0.6341461459498556,4,14,26,38,0.6368082899655991,6,11,16,26,0.563246927493896,20,11,8,9,-1.009535114972167
156,156,156,156,7,8,10,14,0.572886544795128,2,10,49,61,0.7800203556135934,5,6,12,13,0.9443968665296688,8,9,13,18,0.5453255772336527,8,11,13,14,-0.5124241017128202,1,4,7,9,0.5152086342662556,9,13,20,23,0.8751789329044062,20,26,29,37,0.624881612518924,11,24,30,31,0.3343091368896151,16,19,20,28,0.4319851809027701,20,11,8,9,-0.991983174540422
157,157,157,157,8,31,37,39,-0.4793874709721151,1,9,17,42,0.8779504095985472,9,25,29,31,0.7550278963428708,1,4,11,16,-0.5937228483077619,2,4,13,16,0.5668483865617286,1,14,17,28,0.4360161637680065,1,17,18,19,0.8493669400888141,5,8,11,16,-0.533065316956572,1,7,11,16,0.5074495064253406,7,9,16,20,0.8876494304014216,20,11,8,9,-0.9930797123068869
158,158,158,158,10,15,29,43,0.9186869708759492,25,27,28,31,-0.7614018885848166,17,20,36,37,0.5926420298965239,7,9,11,30,0.156020092410327,11,16,23,24,0.661879024709539,1,7,8,14,0.5131911044304795,1,7,8,16,0.5112162348669024,14,21,24,26,0.8930552331933508,8,9,16,17,0.3596769753039481,8,9,16,20,0.2006631586139478,20,11,8,9,-1.0056739132308032
159,159,159,159,9,12,18,19,0.8395202653387219,19,21,23,24,0.8927728177228422,20,27,35,39,-0.92173015210384,9,23,25,28,0.2513301134355801,7,8,9,25,0.0713576556148856,8,14,32,39,-1.2177700676954064,8,9,10,11,-0.6241815751577193,3,5,8,9,-0.4167537961580703,1,7,17,33,0.9874532908954056,1,11,16,23,0.5459238507918256,20,11,8,9,-1.0062525110701848
160,160,160,160,11,12,26,41,0.3487953564936605,19,23,34,46,0.965668662061611,1,7,24,25,0.7621432203954186,9,10,14,16,0.7671940059566056,5,7,16,17,0.8962737057813885,1,9,13,14,0.9124175825597473,8,9,14,21,0.1364240210327645,2,9,11,14,0.5425771498653226,23,37,49,50,0.7191036645447519,5,8,11,14,-0.5258530933918626,20,11,8,9,-0.9898711953158315
161,161,161,161,10,24,25,26,0.7658019988273819,1,8,9,23,0.5558530511413331,5,8,13,14,0.5870272548279162,18,25,27,29,0.2208056790857715,1,8,9,14,0.4858485096045202,8,20,26,29,0.3729818974310962,9,16,24,25,0.7731859922862037,1,11,14,17,0.2536640599536155,1,7,14,17,0.891606482335921,8,11,23,36,-0.2512459497284571,20,11,8,9,-1.0025408699334069
162,162,162,162,9,22,34,43,0.8819672175922441,8,13,25,26,0.239524126472,3,11,13,17,-0.4806625035068435,1,8,9,14,0.4926989519268318,9,29,36,47,0.7094582164187279,9,23,25,26,0.7353619602890511,1,23,48,53,0.176675040564449,1,5,11,16,0.5172928788633621,4,16,20,24,0.346117757353402,8,16,18,35,-0.1253931882972927,20,11,8,9,-0.9890894160468644
163,163,163,163,14,15,17,26,0.6557254739811689,2,7,8,21,0.2477507030984429,1,8,16,17,0.273403064031968,1,7,18,19,0.9854442975126833,5,9,14,16,0.9446015294244552,1,5,8,9,0.511396368106678,1,8,10,11,-0.5291174501163074,9,17,25,26,0.7754727335069558,20,24,42,45,0.3628163811255517,5,9,20,26,0.8052244313650699,20,11,8,9,-1.0054541824618881
164,164,164,164,1,3,5,7,0.4321179135463379,3,15,27,35,-0.9728142801570812,11,16,24,30,0.2206302553468009,7,10,23,25,0.7024840021758663,1,5,8,9,0.512223166082184,8,9,10,16,0.4005838410117798,8,9,14,17,0.3648897238927019,1,30,37,42,0.0608447539461765,9,16,28,33,0.675918517176393,1,9,11,14,0.4736159077398187,20,11,8,9,-1.0015449593770573
165,165,165,165,7,10,26,31,0.919931172868887,9,11,30,32,-1.0455374556383146,7,14,23,33,0.9798612746733626,9,10,17,22,0.7973704732820284,7,8,10,11,-0.463328159600656,5,48,9,8,-0.4492943106795406,1,9,14,16,0.8424293282235612,1,7,8,11,-0.5151537325847366,9,12,14,16,0.6669251282271552,8,9,11,14,-0.5463907336297831,20,11,8,9,-0.9982290997306991
166,166,166,166,12,32,56,34,0.6041460406826584,7,8,9,11,-0.4593428224832245,10,16,19,24,0.8797342164352786,1,5,11,17,0.5008290761958079,15,19,45,46,0.8655030586641621,8,11,20,34,-0.9450199778169766,1,8,11,16,-0.6397851678177464,7,8,9,11,-0.4593428224832245,1,5,7,9,0.8032940296801696,11,16,20,23,0.2610392168989131,20,11,8,9,-1.0009337675569712
167,167,167,167,20,25,27,34,-0.2267681962399503,17,30,32,40,-0.5263634656420164,14,16,18,22,0.5194385383988998,12,16,19,23,0.9195734828533518,9,16,21,23,0.8433817108469671,4,13,20,23,0.4280700978699241,5,7,20,28,0.2719244768067064,9,11,14,17,0.3538363838389536,1,11,15,16,0.2750713780171046,1,7,9,11,0.5011136340187741,20,11,8,9,-0.9913428728545715
168,168,168,168,4,9,17,21,0.1357706147938802,1,4,11,17,-0.6232998572124815,2,4,5,26,0.6585741195215105,19,22,32,47,0.3332320110061652,3,9,26,30,0.2334956102601955,5,9,16,23,0.970213979047668,1,11,16,20,0.1228820325342698,7,17,20,26,0.8787415016196154,9,11,13,14,0.5345586078027726,10,16,20,30,0.5633716652352285,20,11,8,9,-1.0061223347968031
169,169,169,169,13,17,20,29,0.8943036246911559,14,22,24,33,0.950964373224924,1,11,16,17,0.2486606393278296,5,23,29,32,0.5820228614361149,1,7,8,16,0.5107053632155263,1,8,14,20,0.143679962866311,7,10,26,30,0.7592639019688419,10,14,20,27,0.3384359309832068,1,8,11,16,-0.6460938242749159,1,11,17,20,0.1145212707619187,20,11,8,9,-1.0065885949386733
170,170,170,170,5,8,12,16,0.4133147192183994,6,18,25,45,0.3039710231254281,3,7,20,36,0.3204686621073054,7,9,20,25,0.4728188843626928,2,18,23,24,0.9742937860654608,5,9,11,17,0.5602117659825047,1,5,14,16,0.8978981920558335,9,16,17,18,0.6351950441949641,5,11,17,20,0.1980235302768022,7,8,9,16,0.5703118286369371,20,11,8,9,-1.0018470788388014
171,171,171,171,5,7,10,13,0.8627170315919881,4,16,19,28,-0.1728790021760591,1,9,12,17,0.8441360328468259,8,11,19,23,-0.223397358137757,12,16,17,20,0.4554751703678757,20,23,28,29,0.4815716921917565,5,14,25,26,0.771637873053742,13,20,23,25,0.5836175548088607,9,29,45,49,0.7402966897045047,7,9,10,16,0.8663548052422319,20,11,8,9,-1.0008335726886735
172,172,172,172,5,16,28,29,0.689215572615804,8,17,19,20,0.2854439258362109,5,7,9,13,0.8637712933477455,9,16,26,28,0.6961310637701816,14,23,27,34,0.687510373399536,3,5,17,25,0.0513509139414972,7,13,14,17,0.8714933875613325,8,16,17,19,0.4064842124601608,1,10,14,16,0.8417610868980342,1,8,11,24,-0.3149572057048206,20,11,8,9,-1.0015083033468999
173,173,173,173,7,9,11,16,0.5663115979628144,13,14,26,37,0.8429743356073269,7,9,18,21,0.844606984915022,16,17,20,28,0.1492932503242018,6,9,13,16,0.9809569022339546,4,7,14,16,0.435940536185007,7,9,18,21,0.844606984915022,5,25,35,36,0.3950283789211014,20,26,28,31,0.4968803369786029,5,8,9,11,-0.4371082646703415,20,11,8,9,-0.9877099600356829
174,174,174,174,3,9,16,18,0.3862301896633504,8,17,25,30,-0.6847866514980225,25,41,46,61,-0.0184493306033484,1,6,14,17,0.8920232879833221,5,7,9,13,0.8655499362670599,11,28,31,33,-0.0455096597975557,1,2,11,16,0.4921052495182136,11,19,20,24,0.4535573082193925,1,13,16,24,0.9499100738829178,8,26,29,55,0.7049506750741383,20,11,8,9,-1.003432880914234
175,175,175,175,7,15,44,48,0.0699678761561353,1,3,5,10,0.5116303961483741,10,20,24,26,0.8552885628850388,1,7,9,11,0.4997702021331965,9,14,16,47,0.6752076204146159,9,16,20,27,0.3413988654717839,5,9,14,20,0.8896483915050316,1,7,9,14,0.9641736154401108,1,8,20,25,-0.4657143172699443,7,11,17,28,-0.340416984329986,20,11,8,9,-1.0049077370930752
176,176,176,176,3,6,10,11,-0.4387681873273474,5,9,11,13,0.6165968905263093,1,14,16,17,0.5725536841210931,5,11,16,17,0.3646661419802217,8,10,20,29,0.2966484708519047,5,11,19,23,0.631406117892899,1,16,20,26,0.8751752643070727,19,20,30,38,0.66041706256757,9,10,11,24,0.4243136588896382,8,9,11,16,-0.5556285977410067,20,11,8,9,-1.004054894375495
177,177,177,177,2,5,12,19,0.9954949625350402,6,9,18,22,0.9812113857844724,8,10,22,31,0.6189055723221458,11,26,30,37,-0.3722057061689996,5,16,17,33,0.9255589087361809,5,6,16,17,0.8920719170317359,1,7,8,11,-0.5177003174177588,1,8,9,11,-0.5176931326354381,9,19,20,24,0.8028759947803248,5,14,20,23,0.8883168161207232,20,11,8,9,-1.000145125771076
178,178,178,178,5,7,15,32,0.5176627547590515,11,13,14,17,0.2758649122955807,1,2,5,13,0.9792462676461196,13,14,27,37,0.260059682574651,1,7,8,9,0.504779516064856,1,8,9,16,0.4855826846166059,1,8,13,16,0.5120929317182188,1,9,16,17,0.8376704244158655,5,9,16,17,0.941175895577096,8,16,17,20,-0.0400073279840593,20,11,8,9,-1.0001900389536313
179,179,179,179,4,11,12,18,-0.8354954002628205,5,29,39,45,0.3786191207555781,5,13,17,19,0.9932990678647136,1,9,14,17,0.8394980270225473,3,8,15,16,-0.791798121506992,1,5,13,20,0.8801303816786463,5,7,8,11,-0.5745414812099625,1,7,8,15,0.516029362882549,8,14,16,19,0.4211380606227036,9,11,14,17,0.3467455079758705,20,11,8,9,-0.9967846974063614
180,180,180,180,7,10,24,28,0.6851271543546245,2,9,11,13,0.6396038665309792,2,7,9,20,0.8625392650337786,6,8,14,15,0.4209526925929479,1,3,5,7,0.4406824765278697,8,11,22,36,-0.2290674239020236,1,7,9,11,0.503682916248917,5,11,14,17,0.3940304563059728,1,7,20,23,0.8157852421250521,9,10,11,20,0.07341035451716,20,11,8,9,-0.9828646745573315
181,181,181,181,1,13,21,25,0.3577795834690267,7,9,26,28,0.6338850222426744,25,26,27,30,-0.3283990723365648,5,8,11,17,-0.5521194886154226,1,13,14,20,0.8355959009726817,5,7,9,29,0.7476737544655658,1,7,14,16,0.8993518914973052,8,20,24,25,-0.2210792906286103,8,11,16,25,-1.406849205011251,1,7,8,9,0.5049576981700666,20,11,8,9,-0.9981457136511491
182,182,182,182,9,12,29,40,0.8202803315402618,8,13,22,29,0.7441108561359994,11,16,18,20,-0.0442371421345688,9,23,26,30,0.7919179398929171,3,9,17,30,0.1545776534365637,7,8,9,16,0.5807841331344727,5,8,25,28,-0.9613687508731804,8,16,23,24,0.6914356629043071,9,11,16,26,0.592013116388527,8,14,21,26,0.2190934273842189,20,11,8,9,-0.9797788909649603
183,183,183,183,5,12,18,31,0.8596627619536797,16,18,22,23,0.8526451775202577,8,9,25,29,0.1502374365111785,8,9,13,20,0.3222114269704709,9,17,20,30,0.575192744436222,8,9,10,13,0.4340586617920785,4,9,11,28,-1.7351906376823507,1,5,8,14,0.5439152138659351,8,9,11,16,-0.5236607650446496,8,9,16,24,0.6062363009934577,20,11,8,9,-0.9757197245283444
184,184,184,184,7,11,14,27,-0.278876937122297,4,11,17,19,-0.3794015673045792,6,8,9,16,0.5887464440446288,1,5,11,17,0.5272828116263641,7,8,20,25,-0.3821441977396111,1,5,17,20,0.8710081887114879,8,9,11,17,-0.5259666244357764,8,9,11,20,-0.9693296665523572,1,16,17,24,0.8598349297084487,8,18,20,23,0.300453580556245,20,11,8,9,-0.9693296665523572
185,185,185,185,1,10,18,21,0.7633278583398677,1,10,13,17,0.9086381072363195,5,10,11,25,0.0834823038181129,8,10,16,20,0.2130343565232529,2,8,18,33,0.6290612239281914,1,16,17,30,0.6418723804398376,7,9,14,17,0.9459568151630328,24,29,34,41,0.9047938925408556,9,14,20,27,0.3576079896687321,9,20,35,36,0.5149364003831018,20,11,8,9,-0.9800451960133962
186,186,186,186,10,12,14,25,0.6542677492569839,19,30,31,36,0.8363407986405706,7,9,16,17,0.948335408890467,5,8,12,16,0.4573429819755199,1,9,23,33,0.8370961379991866,11,29,36,38,0.6727633629442471,5,20,23,24,0.8700159511015834,8,16,20,24,0.3523873657803837,1,7,14,16,0.9165085014077622,5,9,15,17,0.9473549986912068,20,11,8,9,-0.9630755700617344
187,187,187,187,8,35,37,49,-0.4105640192326909,6,9,16,20,0.8903692690406552,7,8,16,17,0.4120659268859307,1,7,11,15,0.5161760319054953,8,9,10,23,0.4152646265991569,1,7,8,9,0.5074785115610808,8,9,14,17,0.3833177630729635,9,11,13,14,0.5479861103691754,8,9,16,17,0.3803001552208256,1,17,18,20,0.6946230331826859,20,11,8,9,-0.9808404221676952
188,188,188,188,4,5,6,11,-0.5263108580513678,3,8,9,14,-0.4695798813035972,5,7,8,19,0.5299551279233132,7,11,14,18,0.3886700278918102,1,9,10,15,0.7746003439557753,1,7,9,17,0.9610506577201656,8,25,26,28,-0.847386389906565,1,11,23,25,0.1130257557790164,8,9,11,17,-0.538412106296891,5,23,24,28,0.737488753028688,20,11,8,9,-0.9813760526468605
189,189,189,189,7,8,10,12,0.5826381580114096,7,23,24,25,0.7701993709406824,15,26,41,42,0.5453471073185701,6,8,17,21,0.1537745340222756,1,12,16,17,0.6044327535888918,5,9,11,17,0.5710264420032083,8,11,16,17,-0.8592623698060833,8,16,30,31,0.0970811841503502,9,13,17,20,0.8465836171207397,1,7,17,20,0.8631181850213856,20,11,8,9,-0.9806332388577716
190,190,190,190,6,30,38,43,0.539586872717479,9,18,28,39,0.2456243541106851,8,10,20,37,-0.300658421811097,20,22,29,41,0.7745452526616161,8,11,12,22,-0.4813160293777985,1,16,20,26,0.8840827819471102,17,26,28,29,0.7451041353201328,16,26,29,60,0.9577533628516042,8,9,10,11,-0.6145779750872582,1,9,11,17,0.4770785960221604,20,11,8,9,-0.9821688805192617
191,191,191,191,4,16,17,33,0.4525738067001482,8,17,25,27,-1.09534140491508,15,16,20,28,0.1633976697141884,7,30,52,20,0.5825522721355423,8,11,17,26,-0.4460925099498505,16,17,20,25,0.3083427367511578,1,9,20,25,0.4197255820598611,8,9,11,16,-0.5303869422539005,8,14,16,19,0.4377535064274789,1,16,17,20,0.702990287592475,20,11,8,9,-0.9829598176273788
192,192,192,192,2,4,11,28,-1.59555972765593,4,9,14,27,-0.2527355556569743,1,11,14,17,0.2864287483344776,9,16,17,22,0.8179436664884886,3,5,8,11,-2.062261134421407,9,10,11,22,0.4318405907147945,14,19,21,37,0.5185849921600614,11,17,20,24,0.3159735323657645,7,8,9,11,-0.4404635023658971,1,9,14,23,0.9451767614584214,20,11,8,9,-0.9763478336222071
193,193,193,193,1,4,8,28,-1.752829433524299,9,19,33,42,0.8941003912796772,11,20,21,29,-0.161282606681788,3,5,12,16,0.484180329587761,2,7,10,16,0.9767889159060168,9,16,20,27,0.3660410243036583,9,11,16,20,0.2154528895558569,5,9,11,13,0.6234369117742511,1,11,14,27,-0.3468421532913111,1,9,14,24,0.9149703589317166,20,11,8,9,-0.9647581499942586
194,194,194,194,9,17,22,30,0.8036566401193362,7,9,13,47,0.7964019356405594,8,24,26,27,0.0429863699314323,7,8,9,19,0.5503687530211245,16,20,30,31,0.5332802216465222,9,14,28,42,0.5103056020076271,11,14,35,37,-0.5545825074193009,1,5,12,22,0.9833363449008156,7,17,18,29,0.920770144149768,5,7,9,16,0.9389590964152876,20,11,8,9,-0.9767012128565318
195,195,195,195,8,12,17,26,0.4699298352618613,9,10,12,13,0.7803869501651393,8,11,16,24,-0.3488822863882204,7,31,32,44,0.2408459640449402,5,7,20,23,0.699199714723115,9,10,11,26,0.4075747086638903,1,17,27,28,-0.1383932652927575,1,8,11,16,-0.5747699180003436,5,23,24,26,0.8368005848544428,1,5,8,11,-0.4561260122855253,20,11,8,9,-0.9595623349392897
196,196,196,196,3,23,25,33,0.2970380303235606,5,7,14,23,0.8848543911174948,6,31,41,54,0.779680145229678,4,8,33,39,-0.871208318164238,9,36,42,57,0.8343041604940337,9,11,17,27,-0.3011646276783797,8,9,11,20,-0.9717564285466134,5,8,14,17,0.4290633878942774,9,11,16,24,0.5967209718339119,1,7,17,19,0.9873448987388732,20,11,8,9,-0.9717564285466134
197,197,197,197,7,24,30,31,0.8803639473348589,8,9,11,13,-0.3232428159640532,1,4,25,26,0.1513564675288826,5,11,16,17,0.4224442490559844,8,28,34,38,-0.0374162578215031,7,9,13,16,0.977264639130208,1,8,16,20,0.1932196861140637,1,9,13,16,0.9094702676787092,9,16,17,20,0.7615459345322151,1,9,16,29,0.940926304547278,20,11,8,9,-0.956468890726283
198,198,198,198,4,5,7,18,0.530625856853109,1,2,4,30,0.260079970189865,1,7,11,13,0.6207346017357452,5,7,8,20,0.1747669093393467,1,2,5,11,0.6282724618969864,10,16,17,23,0.9066987450546188,1,25,26,42,0.5271847322809661,9,13,14,17,0.8234073911189792,4,11,24,27,-1.450116677410875,1,14,15,16,0.6198547848478797,20,11,8,9,-0.9557765745947648
199,199,199,199,8,9,16,29,0.6057573233218574,9,16,17,30,0.707485700940623,4,7,8,16,-0.4649161802489558,5,8,17,31,0.5713513851036154,4,16,19,26,0.6899200824591648,11,14,17,21,-0.1141630119009498,4,5,8,20,-0.9236265890935946,7,9,20,24,0.8342579297207524,1,8,14,20,0.1763448556827873,9,11,13,14,0.5510940750791424,20,11,8,9,-0.9733112883421349
200,200,200,200,4,16,18,21,-0.0446545854524684,9,36,39,43,0.66384849524998,1,7,8,9,0.5118013765930378,1,8,16,21,0.101317316663996,20,27,28,36,-0.3944149938515324,7,17,19,24,0.988117820353884,9,11,13,14,0.5588843970687204,1,8,14,18,0.328168717104398,5,8,11,19,-0.2821863329223792,8,9,11,14,-0.5014055267869664,20,11,8,9,-0.958707307012419
201,201,201,201,1,5,12,17,0.9119400140520928,5,9,12,20,0.8939354124994915,17,19,39,45,0.4517533002236006,7,11,27,28,-1.4952574155117708,1,9,20,25,0.4228119970923941,8,16,20,23,0.3045393734717898,7,8,9,13,0.6208933520279991,7,8,12,14,0.4414366741404445,5,7,9,16,0.939501690745876,11,24,25,30,-0.3692827254864146,20,11,8,9,-0.9736600545992702
202,202,202,202,1,8,9,13,0.5716024193482726,24,30,31,36,0.8752989088863822,9,10,11,14,0.3970086937580873,2,13,16,20,0.8430892227546233,2,20,23,37,0.6689309375766848,1,5,6,8,0.445914561162317,17,24,25,26,0.834342461308277,1,4,7,9,0.5173761666114507,1,7,11,17,0.5135553962100294,24,25,26,28,0.4026722054616203,20,11,8,9,-0.9773026171733468
203,203,203,203,12,17,18,19,0.6476032184831406,11,12,21,23,0.2136757389354946,1,8,18,27,-0.3599180003716302,5,11,13,18,0.5837257728436476,1,5,7,8,0.4398668414768956,11,20,21,23,-0.1720931430112586,11,13,14,24,0.6323182931240492,1,19,20,21,0.6170111512585272,1,10,11,14,0.4819093902480923,9,11,14,17,0.3635672366325895,20,11,8,9,-0.977139336079258
204,204,204,204,8,26,35,40,-0.3900338337226012,2,7,17,20,0.8985830346229357,7,11,19,24,0.6963861565131164,9,20,23,25,0.5130136958034084,7,11,21,23,0.2067037459717206,1,5,7,17,0.92101493230968,7,8,20,29,0.2891839199773114,7,8,11,13,-0.3252865960301461,3,7,8,17,-0.4691215620299398,1,5,8,11,-0.4745121963657666,20,11,8,9,-0.9739332638490048
205,205,205,205,2,5,8,10,0.6230862266181056,8,26,43,54,0.3186186787712159,10,11,17,26,0.584165764184792,5,8,11,14,-0.509983838033657,9,13,22,28,0.7259235242638274,1,3,7,8,-0.4521804390808193,9,11,14,25,0.0345363217400949,14,19,26,29,0.9861074878884636,1,7,9,18,0.9612963901346386,1,11,16,23,0.5661780735791468,20,11,8,9,-0.9778411268523208
