,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r
263,6,8,0.6798837544932292,11,3,0.7551281825580853,12,8,0.6999989971776158,1,6,0.3056064849255442,4,10,0.7867981254800528,11,6,0.8194567205932448,2,6,0.37824889178930055
264,11,12,0.703227233790725,4,13,0.7202834936350467,2,6,0.431022281550273,5,6,0.8400264930364045,5,6,0.6810680111748617,9,12,0.8005657693895616,4,6,0.8703009249169011
265,3,7,0.785014085870311,4,8,0.8443368587061834,12,4,0.7693355272411083,1,6,0.24249257090101517,8,9,0.894040767689555,1,7,0.5199069037605188,4,7,0.7779763708231704
266,1,2,0.3315601519525311,6,7,0.6068519468046154,5,8,0.8477060840672958,11,1,0.4341606163403837,1,10,0.5736302682639789,7,10,0.4570069550570265,6,9,0.6807702221257039
267,8,13,0.7799358059130416,1,7,0.5173859558124078,4,6,0.8277025042262911,4,8,0.8921263282380941,6,9,0.43510085881813254,2,11,0.707646310561948,1,6,0.22029693549347729
268,2,9,0.6663698370970581,4,9,0.929632566290079,5,10,0.6214626147492011,2,4,0.8180765662459497,8,12,0.8752008645331188,4,5,0.7894348582449832,4,5,0.9279646188781152
269,9,13,0.8632936061905572,2,8,0.7104290841535038,4,13,0.8050449153798767,5,8,0.8930859767366823,4,5,0.8025631525021371,6,10,0.7624583171180085,6,10,0.6687543350065434
270,5,7,0.6263279235817104,4,5,0.7986180253277273,5,10,0.5856254014243716,5,6,0.6643433245887809,9,11,0.7925954747598037,4,5,0.7995146900564968,2,6,0.1033918487195854
271,10,1,0.4653998220615452,1,2,0.1541334683626483,5,12,0.570016386015507,7,8,0.6277640649143372,4,8,0.7571102876584743,3,6,-0.08673841059221266,6,10,0.20406410080971737
272,10,11,0.5468955026417163,5,8,0.5271322082711309,4,5,0.5512962616662669,10,1,0.4124911681436316,7,9,0.8268815305138411,6,12,0.5849965772099013,9,10,0.5209221458974176
273,1,6,-0.16145713908247816,6,8,0.6247661650706973,2,7,-0.13420538922812963,5,13,0.0962384284084381,4,12,0.4673480070792816,6,2,-0.3383975010727749,10,13,0.40606668454627826
274,11,1,0.22050597296882035,9,7,0.23890426255806851,7,11,0.26717549320482015,1,9,0.573862046986825,10,11,0.45299379601968925,4,9,0.2985104078422909,4,6,0.5866137822476261
