,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,top-a0,top-a1,top-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r
92,92,92,92,92,3,5,0.6765327182966999,3,4,0.5204330917563833,2,4,0.7071105878511896,3,13,0.5401024070450738,3,10,0.7695543922275146,11,12,0.7242783183759287,4,12,0.7705771455193858,6,10,0.4275438670039782,9,1,0.5756935185831222,1,11,0.2527524537439063,1,5,0.6014499322205807,8,9,0.7547882093961524,13,5,0.6140582458254255,4,9,0.8828557211463461,1,3,0.286245435630962
93,93,93,93,93,3,4,0.5206434325905538,1,5,0.5060705299475639,5,7,0.6759984009863133,3,4,0.6297889134431862,1,10,0.7567478521479396,9,11,0.519495697695816,6,7,0.6783119108959293,6,10,0.7382326348709147,1,7,0.7373074711580165,11,8,0.7480769594571328,1,7,0.5798421205392474,2,7,0.4484039331341736,9,13,0.7151313905864474,3,10,0.7929977783669119,5,6,0.5357154923544845
94,94,94,94,94,5,4,0.3024357311951812,2,6,0.5381149147568208,4,11,0.7015844473679803,8,12,0.8650810079592008,4,9,0.7918426771457068,13,12,0.5249191032417599,7,8,0.6910793112768496,6,10,0.5494807192454119,4,6,0.44943899911767626,3,6,0.7886274020813974,1,3,0.4707012599792939,5,9,0.7294116289090293,10,9,0.75763181437751,9,10,0.6368770093590294,13,11,0.6053037408929927
95,95,95,95,95,3,13,0.6505158962545933,8,10,0.8009206113790305,11,7,0.6711549487008998,5,3,0.6813212310510598,8,2,0.8902084758844583,10,11,0.8757192947255183,8,12,0.8954725380624127,6,10,0.5191924668991434,4,5,0.36190700320204916,2,3,0.7883222895549749,10,11,0.33926478649312164,5,9,0.7081125873192722,10,13,0.7269465217781125,2,9,0.3913061087462012,4,10,0.6753307543022993
96,96,96,96,96,5,7,0.6186823231396034,7,10,0.8397321496392136,13,8,0.5210173065259045,1,7,0.6577897224302425,4,9,0.7942606749387691,4,12,0.7779444270166167,5,6,0.7370607641232867,6,10,0.7126990204085657,5,7,0.8776837217448549,2,6,0.5428843582612558,5,6,0.6297241742993456,11,4,0.8907745882261626,5,11,0.9362110573200032,1,7,0.4822866494779055,3,6,0.4682532546885513
97,97,97,97,97,7,9,0.9684909475664594,10,5,0.7625086336356666,7,11,0.5825748563675233,5,8,0.8715002490561954,6,4,0.33808785394871377,11,13,0.45958541442387024,5,13,0.4467145077864598,6,10,0.4531148959018567,9,11,0.7118756565577393,1,8,0.7971505480510211,12,3,0.7924500942369254,2,3,0.4946291093720881,6,13,0.4240685990045824,3,4,0.6628695361222126,13,8,0.7306324978198518
98,98,98,98,98,5,6,0.6279353702593135,2,10,0.9294931090944474,9,10,0.8949495553522718,4,6,0.5105874808228255,8,5,0.9342387472960573,8,12,0.7928216934273961,9,2,0.8648589107249469,6,10,0.4074518521063989,10,13,0.5629719129363518,3,8,0.9283129351270379,12,7,0.794036307982682,4,12,0.6938537140800081,5,8,0.6741537172503556,3,5,0.825556107541229,3,4,0.8375583118315773
99,99,99,99,99,9,11,0.7121307246315924,1,8,0.8335707078913506,7,12,0.8453011410825185,5,7,0.5841886326670935,9,13,0.6336933458761362,11,12,0.5116200091715863,7,11,0.6255936405518453,6,10,0.4493642414398853,9,3,0.9610940434839551,1,4,0.35042462949112063,13,6,0.4028140259152502,13,11,0.8525597031787476,5,8,0.8063237963637646,4,7,0.6925593846777102,11,13,0.8220634037068304
100,100,100,100,100,2,12,0.7002151256686593,4,5,0.749885059265424,1,9,0.8457519556874294,4,6,0.4988339396605431,2,13,0.5421217402323064,6,12,0.8414702318039524,8,11,0.49123690864174563,6,10,0.5985916413862495,5,11,0.4894902535918356,8,9,0.8772556971008183,4,11,0.8140333094865513,1,5,0.5717198959281002,8,7,0.8731038912941049,4,7,0.7572770200905778,3,10,0.5684762838137285
101,101,101,101,101,5,9,0.8557592543216385,2,11,0.46446398815065515,2,6,0.7610082217087868,3,6,0.7187447468771877,10,12,0.933474289382939,1,8,0.5041959352241011,3,9,0.9442267677026007,6,10,0.6581976801645856,9,12,0.7310524716692312,2,4,0.7117574185518681,7,8,0.8783611166166254,7,13,0.7379157041225191,4,12,0.8629688990096465,5,7,0.8194125620809047,1,2,0.1111112761619659
102,102,102,102,102,6,8,0.5568438444075645,1,3,0.5880919629289216,4,11,0.339421593067866,6,10,0.5024179388262443,8,12,0.6215778441848062,1,4,-0.19932728282064027,5,11,0.4011102176805428,6,10,0.4170067901540395,1,12,0.31417222230988084,7,8,0.7318886812679637,12,1,0.7011607497448356,9,11,0.6425886118398332,4,6,0.6369349363753332,8,13,0.4937385385542034,4,8,0.7392750816838879
103,103,103,103,103,3,6,0.19336924328257432,2,10,0.5807190879443084,4,5,0.36359768905192014,6,13,0.01511111295199441,11,13,0.26184323861384284,1,4,-0.2546459348890995,12,13,0.5341663136921847,6,10,0.5955528616735782,1,12,0.40048326444962634,8,9,0.6539121180278513,3,1,0.581930999888951,1,4,0.2200349717203829,4,10,0.5824305944397878,4,5,0.8313369296842543,1,3,0.04112702263959
104,104,104,104,104,1,5,-0.3654219086336119,4,5,-0.0035616093262313964,4,9,0.49832406141884633,5,8,0.04830481698827582,7,8,0.6873941637472051,7,8,0.3380242942676295,7,9,0.6687860900242601,6,10,0.3998029612987485,10,13,0.2876939897090136,1,3,0.5693619102973603,3,6,0.31598954959228376,7,3,0.3861741454756752,4,6,0.4700654917888304,7,13,0.4402372119668767,6,8,0.4733236527133434
105,105,105,105,105,7,13,0.23722550760738403,2,8,0.6769044784019413,1,4,0.046124824262668396,4,6,-0.16943440705772583,6,10,0.46511750009221275,4,5,0.14839362466232475,1,8,0.23315953057901972,6,10,0.0850207625546601,3,4,0.466808836814548,6,7,0.3903335640081299,4,8,0.5998143189050265,5,13,0.3542194215595853,3,6,0.3313199598419458,1,7,0.4667878268691031,1,9,0.399357160265627
106,106,106,106,106,1,10,0.2963415207956639,1,2,0.4687483690546336,13,4,0.2517881818310628,7,10,0.5868348254775947,4,7,0.44408158977570356,2,3,0.7346176904879402,12,5,0.43641934628987056,6,10,0.3261882064549012,1,6,-0.12862126300117183,10,7,0.643923874622726,8,3,0.5033552305587965,1,5,0.5661661985845632,5,6,0.8212837488725989,1,4,0.4353814052672971,13,7,0.5207515711888306
107,107,107,107,107,4,10,0.6411760075975417,6,5,0.25414929430782784,7,12,0.6683322396061263,2,9,0.702990548532969,2,4,0.4158928350699731,1,7,0.40061082331384645,3,10,0.7900129562796409,6,10,0.3655247975792268,2,3,0.5764881162209248,1,12,0.4821395770231699,7,13,0.5497724788122293,5,8,0.8856552109306967,7,9,0.6191300189855792,6,1,-0.0086447595272751,6,3,0.1840009817742295
108,108,108,108,108,9,12,0.5158997051544105,4,11,0.12100914169473198,1,2,0.10449955884763418,11,10,0.6969083959687931,5,4,0.1390456650564501,3,6,0.06547454233288397,6,13,-1.0288187761624834,6,10,0.3457285223013089,7,9,0.7867810529471992,1,4,-0.342783280519829,4,10,0.4043343458039975,9,8,0.7988464225742078,9,12,-0.2686011687649514,4,12,0.3448276335924217,3,10,-0.0096697514319032
109,109,109,109,109,6,1,0.32088072354938013,4,11,0.10811931796336482,2,3,0.6045241713808193,4,6,-0.6344762965623181,3,6,-0.3308919082051285,11,6,0.36194665405690096,4,10,0.12202858852422804,6,10,0.1254299876631474,13,9,0.03685418308628963,9,2,0.5119607251677151,6,7,0.013918482572724766,4,7,0.688924695502782,1,2,0.1248893885111209,4,6,0.4229713594553987,1,3,0.0220873783254375
110,110,110,110,110,2,7,0.38854264911718506,4,12,0.46995508257324314,13,3,0.42564899673227374,7,2,0.5070261507295686,2,9,0.6652547295059863,12,11,0.15539935794089677,1,4,-0.06042970668375114,6,10,0.051854653576248,4,6,0.15646149155386335,1,10,0.35781227116484726,6,7,0.20387804749107596,3,6,-0.4478503758353922,2,4,0.3677262675806747,3,5,-0.0959611358424821,2,9,0.2887029105746099
111,111,111,111,111,11,12,0.346278729860348,1,7,0.5912790374893506,5,6,0.34559274161553577,4,5,0.3306422598528338,4,5,0.4000736737968318,9,10,0.5695101123054419,10,6,0.6635340273552759,6,10,0.2812447541661652,7,11,0.3597795390743892,2,5,0.6491211212959493,3,9,0.5942956093067667,11,10,0.5664786530924567,1,4,0.3734567641837657,10,11,0.7239792673124984,5,12,0.6825939766124969
112,112,112,112,112,4,10,0.8056955116159337,13,4,0.5408648076194331,4,11,0.42789145413344587,7,10,0.7964028314894895,4,12,0.7274776080449522,3,11,0.3940741683172142,11,4,0.3514769230244911,6,10,0.2697433263152896,2,13,0.6024493548944295,4,6,0.6033339635549437,3,5,0.6945470877425332,6,8,0.5454058041354559,1,5,0.4690940507940835,1,5,0.6715085847308222,4,9,0.6134192506909777
113,113,113,113,113,1,5,0.6052590275000093,5,7,0.5183349336468134,12,11,0.810854510001569,1,4,0.37107814424933394,5,12,0.6118280860152991,4,13,0.5935995393479868,4,8,0.7203023503463137,6,10,0.5386462403254356,5,12,0.7730449788285125,3,8,0.847496056721385,2,3,0.7950258384351905,7,10,0.767597740352657,1,2,0.564399743717892,4,7,0.7512981642412875,1,12,0.5300480027136631
114,114,114,114,114,3,8,0.7231534511835076,1,10,0.4988548058417164,3,4,0.5130558144970734,12,8,0.5949175503189484,6,8,0.6698404624223069,5,7,0.6469890002444425,9,7,0.8893706138572768,6,10,0.4590579604381272,3,6,0.6335453870429237,2,12,0.7354079959339759,5,10,0.8160350114858748,3,6,0.3480060717038056,7,4,0.851848896357974,8,9,0.7774752320887328,4,5,0.7403812526362898
115,115,115,115,115,4,11,0.6599825564068122,2,8,0.8613424839030297,6,9,0.7977000508618117,5,11,0.7189743791767714,9,13,0.7886993670484312,4,13,0.26690438484009793,11,5,0.360001521278392,6,10,0.4515104477584349,2,4,0.4517722970132756,3,6,0.7916554582616244,8,13,0.6630459473160554,4,5,0.915185652875704,7,4,0.8270593546129896,1,3,0.4811138077328964,5,1,0.8205780221320351
116,116,116,116,116,5,4,0.5921751684428718,5,11,0.5654537674799205,5,12,0.7836701837583624,5,8,0.5910932981332813,1,3,0.5720373925059584,9,10,0.7633008442316871,1,12,0.4630870745010348,6,10,0.5254498320832711,7,11,0.7529943713192687,3,7,0.7113602005953978,6,13,0.2345864078945865,6,1,0.3317641132403245,10,12,0.8668870482280319,10,11,0.5214127470116853,4,5,0.7862229436641701
117,117,117,117,117,2,7,0.6493757560046429,1,2,0.6479192453894755,5,6,0.6197100111294301,9,1,0.6313252945229265,10,12,0.6924507424273588,12,9,0.9303759719639854,11,12,0.6213941702735135,6,10,0.5371532224681749,2,5,0.6924399439981164,2,10,0.8669997000315,4,7,0.6357186539272284,1,5,0.5260175785039262,4,10,0.7367562363347668,3,6,0.549606961320754,4,5,0.8332472726521949
118,118,118,118,118,7,9,0.9021333018229496,12,2,0.9174646641502393,2,4,0.755107197646402,10,2,0.8741221391413746,2,9,0.7997652872556359,10,11,0.7947531169676207,2,4,0.6717733287174927,6,10,0.1409439752628853,11,8,0.7569089093562289,3,9,0.7804644246837752,7,6,0.5542552062903762,4,11,0.7273174075480785,1,5,0.7316711729450286,3,4,0.8373719503654623,5,6,0.8260981788421904
119,119,119,119,119,7,12,0.8934576685340246,1,10,0.6366140325284974,9,2,0.8766795283434065,4,7,0.771575039242702,2,5,0.46975109048548824,7,8,0.7904983143556539,5,12,0.7543956130069667,6,10,0.5127429747781653,4,10,0.8394395050545641,4,6,0.5436792319884927,2,6,0.2967511478102074,2,4,0.693310135206614,3,4,0.912384649022044,10,13,0.6046315384686417,6,7,0.7218823587781282
120,120,120,120,120,12,5,0.6459450991587024,9,4,0.8347267660880151,2,8,0.7614531714921078,11,13,0.5013119101060749,1,2,0.5759879803063975,4,10,0.7263977540506654,11,2,0.5654330819202726,6,10,0.603449795294992,5,3,0.8133824358353661,7,9,0.912741641725843,6,11,0.6140065832635966,2,3,0.3734791152731184,1,4,0.8503378105204902,3,10,0.7178871805631915,12,13,0.8457418692451167
121,121,121,121,121,2,9,0.9675816145278071,2,4,0.5697616301636057,5,9,0.9067169224153514,10,13,0.6930709144849732,1,10,0.590041210605361,4,10,0.8147906317896156,5,13,0.37054595134897217,6,10,0.6112091049926691,13,5,0.5153541572368602,6,9,0.6322539675912057,10,13,0.6038273774564442,6,7,0.7136223821094705,5,4,0.9268794498161688,6,8,0.8483929213861986,2,12,0.496478833701429
122,122,122,122,122,9,10,0.901005880571151,5,7,0.911931416112531,2,5,0.8106833820152151,3,10,0.8339464908821341,12,9,0.922650946676645,9,12,0.7402116526350687,1,3,0.41824949555152013,6,10,0.6491561701319771,5,6,0.5998199945424068,4,8,0.7397890332313024,3,5,0.786871879859105,6,7,0.5645680063537141,9,12,0.9239525002331817,3,4,0.8577161749521622,4,5,0.76195873485318
123,123,123,123,123,6,2,0.7957635091582456,4,7,0.8910343674646234,4,5,0.36512638375697537,2,11,0.7839944462786997,1,3,0.660902012428696,4,5,0.44663358780696616,6,8,0.5724106636017762,6,10,0.6679546090079317,10,3,0.8718844505638963,6,7,0.5963540695488219,6,7,0.8621485836243628,7,9,0.6935503995568726,5,6,0.8375616120114417,5,7,0.9158357774544422,7,10,0.8370120741987623
124,124,124,124,124,4,8,0.8362712274119535,3,6,0.6694030043057967,4,9,0.6182541058359801,4,7,0.6429293741583021,4,13,0.386530830165569,1,12,0.7713952151288693,7,8,0.9188139420127173,6,10,0.4017380331057604,3,11,0.4588529548880813,8,10,0.7440518818160082,10,13,0.7914543368386696,6,5,0.7408709658431296,10,1,0.7768676558378359,7,8,0.7103966362451415,6,12,0.8716959533765615
125,125,125,125,125,6,7,0.6281343786892601,5,6,0.45125594292787596,1,10,0.7872637689022735,1,12,0.7240959860805525,1,4,0.4610281668194639,5,6,0.45192185458076595,3,4,0.7279902731456515,6,10,0.4166517244560308,3,5,0.6653882000438394,13,6,0.4962033674548245,7,13,0.6739256615265328,7,12,0.8740758788033005,10,2,0.2756960401306576,8,10,0.7748182772668724,6,10,0.2574000853615533
126,126,126,126,126,1,2,0.604883780642508,7,11,0.7141241721094835,7,8,0.8116863000092419,12,13,0.7424303699575063,6,12,0.8038654370136693,8,10,0.8308227322672113,3,6,0.6074523401997802,6,10,0.7118456033857794,7,10,0.8480278717019687,5,8,0.8320503964898776,4,1,0.5884449456013161,10,1,0.5512489897398334,5,11,0.917441980183585,2,9,0.7994623174598197,7,13,0.6730722709440701
127,127,127,127,127,7,9,0.9057701509249141,3,5,0.6895793641027332,12,13,0.5855248734912655,3,13,0.6818171087453815,3,9,0.8525853611780063,6,9,0.6948835769382491,4,12,0.6731819960512968,6,10,0.5767105533541321,1,4,0.45947186963876274,2,8,0.6962451175646565,3,1,0.695795969086023,1,13,0.5609983245480136,3,8,0.8171621125040884,7,10,0.3567963299246243,7,4,0.7856257685557466
128,128,128,128,128,2,8,0.7057124686140451,9,12,0.7514567722043933,4,5,0.5700052550143919,4,6,0.45820131356843163,4,13,0.4939999077041123,1,11,0.7204758477352103,4,9,0.6261538737468477,6,10,0.4981071745839422,9,11,0.8943457318055662,6,1,0.20455749215849062,4,9,0.8898747673734494,4,10,0.743595647991669,4,5,0.7640013863520765,12,2,0.7256041487906351,4,6,0.6003754947781803
129,129,129,129,129,2,8,0.7084862332599511,1,5,0.3330902485963495,4,11,0.5105189028331274,12,2,0.7577096737772768,2,7,0.757116343285728,12,13,0.6143651833031998,11,7,0.5138419942697796,6,10,0.6192839072527948,12,3,0.6241771816051758,13,1,0.1418332860203384,7,10,0.7871989546765357,5,8,0.8429355746412414,9,11,0.7728288166347252,2,10,0.6267714402440026,2,6,0.2715775400113115
130,130,130,130,130,3,12,0.8297588279771362,3,13,0.5292699917674996,4,11,0.4020373674521315,12,1,0.6154586456235054,1,4,0.611493539085606,4,6,-0.04503564108323865,5,10,0.6170981169401836,6,10,0.5881424191174229,3,8,0.7718137338923072,6,8,0.713014676115646,11,12,0.4840645872181796,6,11,0.672773555108807,4,1,0.7198408874897387,5,7,0.8306351035592586,4,9,0.700875716674995
131,131,131,131,131,3,4,0.6941151765223971,3,4,0.7071946306375667,10,12,0.7168823327450249,3,10,0.619619512347219,4,9,0.6465552574742963,4,6,0.3363217375704117,7,5,0.5138034769193972,6,10,0.5415405057936186,4,8,0.8629314445167264,6,7,0.40464036291044403,8,12,0.7669573892374677,1,4,0.5890715443873733,4,6,0.4043876379149769,2,11,0.5721424698258202,9,10,0.5660828076806326
132,132,132,132,132,9,12,0.794544538582741,8,12,0.8057409026872385,3,13,0.41605739267591657,2,13,0.3617750962375713,1,3,0.6598888163662446,12,9,0.8333449478131285,6,12,0.6704696236651889,6,10,0.3073374746201716,11,12,0.7644250185913994,4,13,0.35954235081589536,7,8,0.7428890158459602,1,10,0.0465268333006207,10,11,0.8878752230226393,5,12,0.6954481123793756,9,13,0.6024056766617842
133,133,133,133,133,1,2,0.6513652430998865,9,12,0.7753524512418268,2,6,0.1583314030830003,3,6,0.6326838794329841,11,12,0.7040423308263339,1,6,0.17658804210312917,5,9,0.7780710140414218,6,10,0.5575313138612532,3,10,0.7888601969626867,1,3,0.7420490171755987,3,5,0.471298373257098,11,6,0.4655858715541096,3,4,0.7522846531167326,9,11,0.881716781564554,3,2,0.5725665280877781
134,134,134,134,134,3,8,0.7888240689771233,1,7,0.728887397102365,7,13,0.4639279288107103,3,13,0.5412126363143319,6,8,0.4547326345460192,4,8,0.7363466359515813,8,5,0.8194986226661127,6,10,0.2368656292110189,5,9,0.5539879891674321,3,4,0.4973022619789347,8,10,0.6560618833384403,1,7,0.7201062353342611,3,5,0.7354010236894406,7,5,0.696356196717847,4,10,0.6723679037158461
135,135,135,135,135,10,1,0.6160940486089607,5,12,0.7134036731925977,8,10,0.68812929646579,8,10,0.6833350305143358,13,7,0.5366042401277643,3,12,0.7242176594964009,7,10,0.8727808423621696,6,10,0.1089905264858108,6,12,0.4424359901076107,13,8,0.6484161754745854,5,2,0.4844098503137413,9,11,0.8348689356059484,10,13,0.6449681323608321,1,3,0.4821662936413085,3,4,0.7181696529811143
136,136,136,136,136,4,5,0.508192718084273,4,7,0.6231331929594633,9,11,0.6155675504619909,4,9,0.4518165654530829,13,11,0.4608632237704675,7,3,0.7043603611969252,9,7,0.6583479284752451,6,10,0.483549991150219,8,12,0.6362457921076957,9,2,0.7027399359542188,7,12,0.7547485031197655,4,8,0.8562505182183608,7,8,0.7472745467297004,10,12,0.792144718787332,1,8,0.6734809192044371
137,137,137,137,137,7,13,0.28946915904065285,4,10,0.6886290302809934,12,7,0.7542390578632467,1,4,0.4824321018485104,5,13,0.2887976754754824,2,7,0.6286376326423909,3,4,0.670595473931213,6,10,-0.0153869238606085,2,5,0.758899262583798,1,9,0.4895219076982257,6,12,0.6643296486029497,9,2,0.4011952154424558,10,13,0.3208426632688658,5,7,0.8632244917741149,3,4,0.69363366873444
138,138,138,138,138,1,13,0.34843646974207054,8,5,0.5300272326981696,1,6,0.362596531052928,6,8,0.4704997262819496,2,3,0.8695543929350348,5,8,0.6275718018255185,7,5,0.6448442042059237,6,10,0.4395530585068598,5,9,0.5566429096903013,1,9,0.6636209193663496,5,12,0.7058437095536023,5,12,0.804175068405479,2,9,0.8289725003164183,1,7,0.4715539373697112,2,6,0.5138202897920375
139,139,139,139,139,2,11,0.6772790135514533,4,7,0.6103517815823888,2,3,0.9109587226821781,5,4,0.5606325335482913,9,10,0.7866519507502477,9,6,0.5566640584023451,4,13,0.5347033750966717,6,10,0.534563291806856,1,4,0.2821390687199652,3,13,0.5309382001942705,12,8,0.9009299635839156,6,13,0.5069027999756208,11,12,0.9607268288859416,5,9,0.8300296221474377,4,7,0.856058699482387
140,140,140,140,140,11,6,0.3463955280157064,2,11,0.8597766955595922,3,5,0.6786818505584319,1,13,0.49975650899213087,1,4,0.5910369385195939,9,11,0.5785996478498798,13,11,0.6557761455081516,6,10,0.4657108006887109,2,4,0.7042727113394351,5,6,0.09146665004510002,5,13,0.40319310130578867,12,4,0.8192309795149113,7,5,0.9251353211804204,1,9,0.3470086599011999,12,4,0.6349260873873315
141,141,141,141,141,5,8,0.7560426960765283,9,8,0.841087142167061,12,9,0.8438284124635413,13,6,0.4819950555994089,5,7,0.8279910356280482,4,6,0.5113826332762665,1,4,0.4298532617064782,6,10,0.5632560179791634,7,11,0.6525986157744058,2,5,0.6921461593007514,8,6,0.7629843452206924,9,1,0.6586080289500975,4,6,0.6897416621254919,11,1,0.7483661504292642,3,7,0.7004337069671626
142,142,142,142,142,1,7,0.6221225839882374,11,9,0.8376199530320857,10,4,0.9040002245413932,2,7,0.7052051476296028,8,5,0.8432117950889416,11,13,0.5995003719527116,8,9,0.8057605453194544,6,10,0.5337635385720043,12,6,0.8737391971816469,1,3,0.6852766696155634,5,6,0.4385126029209919,11,2,0.5656117540262527,5,13,0.7803518236464138,2,8,0.6121944912910329,3,8,0.7310951560406996
143,143,143,143,143,12,11,0.5521896851973068,5,11,0.6804490923845644,4,5,0.2609067671530271,4,8,0.5448627202564738,4,8,0.8379706203285215,10,12,0.7386035256381586,4,8,0.7444253802988743,6,10,0.6961459203136181,10,7,0.9087437518940148,2,6,0.5559406846739556,2,6,0.6315614259865144,3,10,0.3843814521139869,3,5,0.8508811429002854,13,6,0.263209633086879,5,8,0.8857848167048652
144,144,144,144,144,13,12,0.6420220044623104,8,9,0.9207914190968891,4,8,0.7409521066714855,12,10,0.8360813260317226,8,9,0.8334512231710353,1,4,0.5063881422010782,8,9,0.9141207323779306,6,10,0.3958989687787462,2,6,0.7317088143923672,3,8,0.8063566106214173,3,4,0.7914744552153221,3,7,0.6947259652925324,8,10,0.7853682609711076,3,7,0.7522778335609007,1,3,0.3830261301102443
145,145,145,145,145,8,11,0.7707938094766402,5,6,0.6494625238496138,6,2,0.5286367357544945,7,10,0.9137472914368785,10,9,0.8816027854532824,8,3,0.8428351639926902,8,10,0.931074069062527,6,10,0.588121570455691,6,12,0.7652037701107841,3,4,0.8946266030103078,5,8,0.8213996204070825,6,11,0.7710265940097523,9,8,0.9295878790836252,5,1,0.6114226766632086,6,11,0.8858389603515446
146,146,146,146,146,4,8,0.8830754586479668,2,3,0.7945836496793637,5,12,0.652466906515062,3,5,0.6719698493477984,4,9,0.7800421710517538,2,7,0.8742045417896726,1,3,0.3492719048782382,6,10,0.615330447803549,8,11,0.7423365734263523,4,1,0.47066031472202385,9,13,0.7199903717498041,6,4,0.686280271690719,7,8,0.968386151842204,5,8,0.9306627721664782,3,6,0.5049560834416216
147,147,147,147,147,5,13,0.3964133725257528,3,4,0.8214684102036897,4,9,0.7803935315120105,5,9,0.7205053171613398,2,6,0.5979828820077742,5,11,0.8086448116476523,5,7,0.8231246990750136,6,10,0.6401794156766936,4,7,0.8747557318497573,1,5,0.45765159359675733,13,6,0.46212875537738907,10,1,0.1800056766547489,5,8,0.902999411778432,5,6,0.7454585846280887,3,4,0.7982241829652965
148,148,148,148,148,2,6,0.8426395117883236,5,10,0.7662629082861359,9,11,0.8056321770227717,10,5,0.8246457902204924,9,10,0.8353312807347627,2,6,0.6536354557254263,1,12,0.748445134101758,6,10,0.3731354658926835,5,10,0.7288458697140036,8,13,0.5919940363909205,7,11,0.8786903026783572,4,5,0.8916184497288403,1,5,0.6910600547053829,4,6,0.6949558986979736,3,10,0.7811444435977108
149,149,149,149,149,1,12,0.5742461914639261,1,3,0.7019303210482857,10,8,0.9037651855859083,4,5,0.7096921245194976,5,6,0.5585796407729854,2,13,0.6871654488598169,2,3,0.7617603680426774,6,10,0.5133485108350986,6,8,0.7820042827815187,11,12,0.7791018043450468,7,10,0.8647528891802165,7,11,0.8037818043520293,12,3,0.6290232690421604,4,3,0.8581160497072532,4,13,0.7428375831580185
150,150,150,150,150,9,12,0.709476535665921,12,6,0.7547761774617081,1,4,0.7524099204014023,3,7,0.9229009495785742,10,8,0.8445961646466669,9,12,0.8249647495266557,4,9,0.8875827093757552,6,10,0.6719178148363878,6,2,0.6388207032204641,8,11,0.6084747222398099,3,12,0.9367985160567207,12,4,0.8072457009522849,13,3,0.4758406702752811,9,4,0.9697833482426718,9,13,0.6891086878804199
151,151,151,151,151,12,6,0.5819806169532817,7,8,0.5928466377782905,9,10,0.26557183920849614,9,8,0.07397267568467014,3,10,0.783910090618555,7,11,0.791569390117778,6,13,0.1767726368784981,6,10,0.4443525352917689,4,5,0.4301885074415138,2,4,-0.2164547732513915,3,6,0.7169015835071364,6,7,0.5630742290397784,6,8,0.0870014857830576,1,10,-0.2408473559457047,2,7,-0.263870335771839
152,152,152,152,152,6,4,-0.4995209022539675,3,7,0.4826302517115436,2,4,-0.6268837675099248,5,12,0.15512595385598604,4,5,-0.16325223287794954,5,6,0.5237174360817288,8,10,0.6792880974239957,6,10,0.1401111189959591,2,5,0.19165081230077252,2,1,0.3809658118256589,3,12,0.5840158465587049,4,13,0.5084864583895912,1,7,0.3954041457410366,9,11,0.1278118157709309,8,5,0.8194890925881096
153,153,153,153,153,4,11,-0.42383546502702973,4,9,0.5585788749334307,7,13,0.42538896018888617,6,11,-0.3242566834698275,9,11,0.13326871667812024,7,8,0.7594991859692098,10,13,0.554076742992055,6,10,0.4335922391337834,4,6,0.5512150098611883,3,5,0.5446075233235067,5,9,0.6318465587870963,3,6,-0.1560927552425446,7,4,0.6516328667372435,3,12,-0.0562160486022833,3,5,0.441723066065843
154,154,154,154,154,12,13,-0.2899928795118487,7,3,0.37558054312737754,5,8,-0.1010677893509433,7,1,0.4286852297767878,2,3,0.49710389233091223,4,6,-0.6061727946740232,10,2,0.3936719576648382,6,10,0.5593629314215343,3,4,0.4505419603002292,3,13,0.29941956614141263,5,11,-0.1056762894162393,9,7,-0.0605471313653356,4,7,-0.2437729765074472,3,5,0.6256033052947128,10,13,0.3507388393147623
155,155,155,155,155,7,4,0.3849043544437356,1,8,-0.050196313482501864,5,9,-0.07712747719307944,1,4,0.2583890296346304,4,8,0.556843379095616,2,13,0.4133952064927232,4,5,-0.2803718509516968,6,10,0.1915944537813194,5,6,0.038793854125048544,3,9,0.051917866522964706,6,8,0.40758957984857824,5,11,0.6399888886208014,2,4,0.2030761381126498,4,11,-0.0429310363116994,2,8,0.5586732132007657
156,156,156,156,156,8,10,0.6634320243401486,7,13,0.39652655732765685,2,5,0.2916398719901482,7,13,-0.01955463385739975,13,12,0.05880213087472019,5,7,0.04058768665184731,5,10,0.13432966675872104,6,10,-0.214895788856873,2,6,0.5256681429602998,1,9,0.5156981397415388,4,7,-0.21600068325487776,1,11,0.612968890497902,1,12,0.107429494304708,13,5,0.1883631653893666,2,4,0.2311652318004312
